,Unnamed: 0,base_new,base_lat,transl,POS
11220,3877,дю̄ма-,ďuma,идти.в.гости,verb
11221,3883,дю̄ми-,ďumi,гостить,verb
11222,3384,дун-,dun,трястись,verb
11223,3389,дунь-,dun',дрожать,verb
11224,3386,дунил-,dunil,задрожать,verb
11225,3387,дунисан-,dunisan,вздрогнуть,verb
11226,3388,дункун-,dunkun,опустить.голову,verb
11227,3889,дюпкэ-,ďupke,разобраться.в.делах,verb
11228,3895,дюпти-,ďupti,обернуть.дважды,verb
11229,3898,дюпту-,ďuptu,обернуть.дважды,verb
11230,3390,дур-,dur,гореть,verb
11231,3412,дурчэм-,durčem,пахнуть.гарью,verb
11232,3414,дурчэмэл-,durčemel,запах.гарью,verb
11233,3392,дурдан-,durdan,выпятить.губы,verb
11234,3393,дурдаӈчи-,durdaŋči,выпячивать.губы,verb
11235,3415,дурэб-,dureb,жечься,verb
11236,3416,дурэл-,durel,загореться,verb
11237,3419,дурэм-,durem,пахнуть.гарью,verb
11238,3420,дурэмэлчи-,duremelči,вспыхнуть,verb
11239,3424,дурэсчи-,duresči,тлеть,verb
11240,3396,дуру-,duru,развести.костер,verb
11241,3397,дуруб-,durub,загореться,verb
11242,3400,дурукэ̄н-,duruken,сжечь,verb
11243,3401,дурукэ̄т-,duruket,сжигать,verb
11244,3902,дюрул-,ďurul,стоять.спокойно,verb
11245,3403,дурулукэ̄н-,duruluken,зажечь,verb
11246,3405,дурут-,durut,сжечь,verb
11247,3428,дуслу-,duslu,дуть.порывами,verb
11248,3429,дуслусан-,duslusan,подуть,verb
11249,3906,дютан-,ďutan,опухнуть,verb
11250,3303,дув-,duw,бить,verb
11251,3752,дюву-,ďuwu,перетащить,verb
11252,3753,дювуд-,ďuwud,проводить.лето,verb
11253,3762,дювур-,ďuwur,направлять,verb
11254,3765,дювус-,ďuwus,проводить.лето,verb
11255,13666,э-,e,не.делать,verb
11256,13667,э̄-,e,не.мочь,verb
11257,13670,эб-,eb,брызгать,verb
11258,13678,эбдек-,ebďek,веселиться,verb
11259,13680,эбдел-,ebďel,увлечься,verb
11260,13682,эбдемкэн-,ebďemken,развлечь,verb
11261,13684,эбдемкэт-,ebďemket,развлекать,verb
11262,13687,эбден-,ebďen,веселиться,verb
11263,13693,эбдэнрэлэт-,ebdenrelet,иметь,verb
11264,13696,эбэ̄-,ebe,мочиться,verb
11265,13672,эбгэ-,ebge,вырываться,verb
11266,13673,эбгэ-,ebge,туманиться,verb
11267,13675,эбгэлэн-,ebgelen,затянуть,verb
11268,13676,эбгэн-,ebgen,клубиться,verb
11269,13677,эбгэтнэ-,ebgetne,взметнуться,verb
11270,14704,эчэпкичукэ̄н-,ečepkičuken,брызнуть,verb
11271,14705,эчэпкичукэ̄т-,ečepkičuket,брызгать,verb
11272,14700,эчэпкимэт-,ečepkimet,брызгать,verb
11273,14702,эчэ̄пкин-,ečepkin,брызнуть,verb
11274,14693,эчукэн-,ečuken,утомить,verb
11275,14694,эчукэт-,ečuket,утомлять,verb
11276,13846,эд-,ed,пороть,verb
11277,13849,э̄де-,eďe,плясать,verb
11278,13879,эдэл-,edel,подуть,verb
11279,13850,э̄дел-,eďel,заплясать,verb
11280,13881,эдэм-,edem,выцветать,verb
11281,13882,эдэм-,edem,колыхаться,verb
11282,13889,эдэмэл-,edemel,заколыхаться,verb
11283,13885,эдэмкэм-,edemkem,наполнять,verb
11284,13888,эдэмукэн-,edemuken,развевать,verb
11285,13892,э̄дэн-,eden,брезговать,verb
11286,13853,э̄ден-,eďen,плясать,verb
11287,13894,эдэнмэй,edenmej,дуть,verb
11288,13866,э̄ду-,edu,синеть,verb
11289,13867,э̄ду-,edu,хрипеть,verb
11290,13869,э̄дул-,edul,захрипеть,verb
11291,13870,э̄дул-,edul,посинеть,verb
11292,13791,эг-,eg,стлать,verb
11293,13792,эг-,eg,устилать,verb
11294,13819,эгдэк-,egdek,рвать,verb
11295,13823,эгдэл-,egdel,порвать,verb
11296,13802,эгделбэ-,egďelbe,увеличиваться,verb
11297,13796,эгделбукэн-,egďelbuken,увеличить,verb
11298,13798,эгделбукэт-,egďelbuket,увеличивать,verb
11299,13805,эгделтэ-,egďelte,увеличить,verb
11300,13824,эгдэм-,egdem,разрываться,verb
11301,13827,эгдэр-,egder,оборваться,verb
11302,13828,эгдэрэӈчи-,egdereŋči,говорить,verb
11303,13842,эгэр-,eger,бросаться,verb
11304,13843,эгэр-,eger,мучиться,verb
11305,13844,эгэр-,eger,стонать,verb
11306,13832,эгли-,egli,уезжать,verb
11307,13833,эгли-,egli,ходить.за.ветками,verb
11308,13899,эе-,eje,уважать,verb
11309,13914,э̄екэт-,ejeket,важничать,verb
11310,13913,э̄екти-,ejekti,говорить,verb
11311,13918,эел-,ejel,заинтересоваться,verb
11312,13920,эелукэн-,ejeluken,прельститься,verb
11313,13921,эелукэт-,ejeluket,прельщать,verb
11314,13923,эе̄мкэн-,ejemken,отнести,verb
11315,13924,эе̄мкэт-,ejemket,относить,verb
11316,13929,эе̄н-,ejen,течь,verb
11317,13933,эе̄сэм-,ejesem,уплыть,verb
11318,13934,эе̄сэн-,ejesen,поплыть,verb
11319,13935,эет-,ejet,надеяться,verb
11320,13902,эевкэн-,ejewken,спустить,verb
11321,13904,эевкэт-,ejewket,спускать,verb
11322,13947,эйлин-,ejlin,умолять,verb
11323,14716,эюмэт-,ejumet,плавать,verb
11324,14709,эюмкулту-,ejumkultu,облегчить,verb
11325,14712,эюмкулукэ̄н-,ejumkuluken,ободрить,verb
11326,14713,эюмкулукэ̄т-,ejumkuluket,ободрять,verb
11327,13952,эк-,ek,наступить,verb
11328,13980,экэйкит-,ekejkit,всхлипывать,verb
11329,13983,экэнтэ-,ekente,иметь.старшую.сестру,verb
11330,13988,экэ̄ркин-,ekerkin,вскочить,verb
11331,13989,экэ̄ркиӈчи-,ekerkiŋči,вскакивать,verb
11332,13990,экэркит-,ekerkit,всхлипывать,verb
11333,13991,экэ̄ркит-,ekerkit,вскакивать,verb
11334,13994,экэсэн-,ekesen,сойти,verb
11335,13955,эки-,eki,очищать,verb
11336,13956,э̄ки-,eki,пинать,verb
11337,13957,э̄кисэн-,ekisen,пнуть,verb
11338,13959,эккө̄т-,ekkɵt,топтать,verb
11339,13960,экмэ-,ekme,считать.старшей.сестрой,verb
11340,13966,эку-,eku,ударить,verb
11341,13967,экуд-,ekud,топтаться,verb
11342,13969,экуӈэл-,ekuŋel,появляться,verb
11343,13971,экуруӈчи-,ekuruŋči,беспокоиться,verb
11344,13972,экуруӈчивкэ̄н-,ekuruŋčiwken,надоесть,verb
11345,13973,экуруӈчивкэ̄т-,ekuruŋčiwket,надоедать,verb
11346,14000,эл-,el,брезговать,verb
11347,14002,элбэ-,elbe,вести,verb
11348,14003,элбэ-,elbe,крыть.чум,verb
11349,14007,элбэсэн-,elbesen,повести,verb
11350,14008,элбэт-,elbet,водить,verb
11351,14037,элдэ-,elde,использовать.железо,verb
11352,14038,элдэ-,elde,строгать,verb
11353,14076,элэ-,ele,жалеть,verb
11354,14077,элэ-,ele,раскаиваться,verb
11355,14085,элэкэн,eleken,годится,verb
11356,14087,элэкэн-,eleken,согласиться,verb
11357,14092,элэл-,elel,невзлюбить,verb
11358,14093,элэм-,elem,привыкнуть,verb
11359,14100,элэмэт-,elemet,привыкать,verb
11360,14094,элэмгит-,elemgit,приучать,verb
11361,14095,элэммукэт-,elemmuket,приучать,verb
11362,14096,элэмукэн-,elemuken,приучить,verb
11363,14105,элэн-,elen,оглянуться,verb
11364,14106,э̄лэн-,elen,ощетиниться,verb
11365,14110,элэт-,elet,обижать,verb
11366,14020,элгэ-,elge,уводить,verb
11367,14021,элгэ-,elge,ударить,verb
11368,14031,элгэмэт-,elgemet,идти.под.руку,verb
11369,14033,элгэт-,elget,колоть,verb
11370,14034,элгэт-,elget,уводить,verb
11371,14010,э̄лгимэт-,elgimet,ссориться,verb
11372,14013,элгу-,elgu,просчитаться,verb
11373,14016,элгут-,elgut,приходить,verb
11374,14050,элиӈчи-,eliŋči,спешить,verb
11375,14053,элиӈчил-,eliŋčil,заторопиться,verb
11376,14051,элиӈчивкэ̄н-,eliŋčiwken,поторопить,verb
11377,14052,элиӈчивкэ̄т-,eliŋčiwket,торопить,verb
11378,14064,элкилтэ-,elkilte,равнять,verb
11379,14065,элкилтэн,elkilten,делать,verb
11380,14111,эм-,em,приходить,verb
11381,14112,э̄м-,em,вдеть,verb
11382,14118,эмдэӈнэл-,emdeŋnel,заболеть,verb
11383,14157,эмэб-,emeb,оставаться,verb
11384,14159,эмэбукэ̄н-,emebuken,оставить,verb
11385,14160,эмэбукэ̄т-,emebuket,заставить,verb
11386,14164,эмэлдэ-,emelde,приходить,verb
11387,14165,эмэ̄лдэ-,emelde,расставаться,verb
11388,14168,эмэлкэн-,emelken,блестеть,verb
11389,14171,эмэ̄н-,emen,оставлять,verb
11390,14176,эмэр-,emer,скручиваться,verb
11391,14184,эмэрэлтэ-,emerelte,наточить,verb
11392,14178,эмэргэ-,emerge,вернуться,verb
11393,14179,эмэргэлтэ-,emergelte,заострить,verb
11394,14187,эмэсэн-,emesen,появиться,verb
11395,14114,эмгун-,emgun,седлать,verb
11396,14121,эмкэ̄н-,emken,подметить,verb
11397,14123,эмкэт-,emket,подмечать,verb
11398,14124,эммөт-,emmɵt,приходить,verb
11399,14129,эмӈэлтэ-,emŋelte,расширять,verb
11400,14136,эмтэгрэ-,emtegre,оставаться,verb
11401,14137,эмтэк-,emtek,проламывать,verb
11402,14141,эмтэл-,emtel,проломить,verb
11403,14142,эмтэм-,emtem,проламываться,verb
11404,14143,эмтэр-,emter,проломиться,verb
11405,14145,эму-,emu,принести,verb
11406,14148,эмукэн-,emuken,принести,verb
11407,14150,эмукэ̄т-,emuket,приносить,verb
11408,14146,эмувувкэн-,emuwuwken,заставить,verb
11409,14190,эн-,en,болеть,verb
11410,14191,э̄н-,en,высмотреть,verb
11411,14241,эньку-,en'ku,вкладывать,verb
11412,14242,энькулгэ-,en'kulge,вынимать,verb
11413,14243,эньмэ-,en'me,любить.мать,verb
11414,14251,энэл-,enel,заболеть,verb
11415,14255,э̄нэсэг-,eneseg,закалывать.олененка,verb
11416,14200,эникилги-,enikilgi,вынуть,verb
11417,14205,энилэ-,enile,дребезжать,verb
11418,14204,энилтэ-,enilte,усиливать,verb
11419,14214,энӈэкэт-,enŋeket,кувыркаться,verb
11420,14215,энӈэмдэ-,enŋemde,встать,verb
11421,14216,энӈэмдэт-,enŋemdet,стоять,verb
11422,14229,энтэлгэ-,entelge,опустошить,verb
11423,14231,э̄ну-,enu,узнать,verb
11424,14233,э̄нукэн-,enuken,загадать,verb
11425,14235,энукэт-,enuket,загадывать,verb
11426,14236,э̄нул-,enul,замечать,verb
11427,14237,энусмэт-,enusmet,завлечь,verb
11428,14326,эӈэелбэ-,eŋejelbe,разбогатеть,verb
11429,14328,эӈэелэт-,eŋejelet,быть.богатым,verb
11430,14327,эӈэелтэ-,eŋejelte,сделать,verb
11431,14330,эӈэлбэ-,eŋelbe,храбриться,verb
11432,14331,эӈэ̄ли-,eŋeli,разглядывать,verb
11433,14336,эӈэ̄мкэн-,eŋemken,заставить,verb
11434,14337,эӈэ̄н-,eŋen,появляться,verb
11435,14338,эӈэ̄нди-,eŋenďi,выглядывать,verb
11436,14347,эӈэ̄т-,eŋet,выглядывать,verb
11437,14260,эӈи-,eŋi,низвергнуться,verb
11438,14266,эӈидэ-,eŋide,пользоваться,verb
11439,14267,эӈилбэ-,eŋilbe,окрепнуть,verb
11440,14272,эӈилэт-,eŋilet,обладать.силой,verb
11441,14276,эӈиру-,eŋiru,удержать,verb
11442,14278,эӈит-,eŋit,ворчать,verb
11443,14280,эӈитмэ̄т-,eŋitmet,вздорить,verb
11444,14261,эӈив-,eŋiw,становиться.сильным,verb
11445,14262,эӈивут-,eŋiwut,иметь.власть,verb
11446,14290,эӈкэ-,eŋke,виться,verb
11447,14292,эӈкэл-,eŋkel,взбиться,verb
11448,14293,эӈкэл-,eŋkel,осыпаться,verb
11449,14296,эӈкэлукэб-,eŋkelukeb,пылиться,verb
11450,14297,эӈкэлукэ̄н-,eŋkeluken,поднять.пыль,verb
11451,14298,эӈкэлукэ̄т-,eŋkeluket,подымать.пыль,verb
11452,14310,эӈти-,eŋti,хоркать,verb
11453,14315,эӈул-,eŋul,испугаться,verb
11454,14317,эӈун-,eŋun,бояться,verb
11455,14320,эӈут-,eŋut,не.замечать,verb
11456,14323,эӈутлэ-,eŋutle,отправиться.за.луком,verb
11457,14321,эӈутли-,eŋutli,собирать,verb
11458,14352,эпкэ-,epke,хватать,verb
11459,14354,эпкэлдэ-,epkelde,ухватиться,verb
11460,14355,эпкэм-,epkem,быть,verb
11461,14359,эпкэмэ̄т-,epkemet,ловить,verb
11462,14356,эпкэмкэм-,epkemkem,заставить,verb
11463,14357,эпкэмкэ̄т-,epkemket,заставлять,verb
11464,14361,эпкэн-,epken,схватить,verb
11465,14362,эпкэнэ-,epkene,идти.ловить,verb
11466,14363,эпкэсчи-,epkesči,пытаться.поймать,verb
11467,14366,эпкэтнэ-,epketne,поперхнуться,verb
11468,14350,эпку-,epku,хватать,verb
11469,14367,эппэлли,eppelli,усни,verb
11470,14368,эппэсэн-,eppesen,брызнуть,verb
11471,14369,эппэсэн-,eppesen,уснуть,verb
11472,14370,эптэ-,epte,брызгать,verb
11473,14374,эр-,er,заказать,verb
11474,14375,эр-,er,разгребать,verb
11475,14376,эр-,er,черпать,verb
11476,14377,э̄р-,er,уважать,verb
11477,14382,э̄рбэтти-,erbetti,есть,verb
11478,14510,эрчэсэн-,erčesen,коснуться,verb
11479,14435,эрдэмрэл-,erdemrel,слабеть,verb
11480,14436,эрдэмрэлбэ-,erdemrelbe,слабеть,verb
11481,14512,эрэ̄-,ere,вышивать,verb
11482,14513,эрэ̄-,ere,остерегаться,verb
11483,14525,эрэл-,erel,обходить,verb
11484,14534,эрэлэн-,erelen,делать,verb
11485,14527,эрэлкин-,erelkin,обернуться,verb
11486,14528,эрэлукэн-,ereluken,провести,verb
11487,14529,эрэлукэ̄т-,ereluket,проводить,verb
11488,14530,эрэлут-,erelut,окружать,verb
11489,14539,эрэмрэ-,eremre,подгореть,verb
11490,14540,эрэмрэм-,eremrem,пахнуть.гарью,verb
11491,14549,эрэӈ-,ereŋ,стараться,verb
11492,14557,эрэ̄с-,eres,прогнать,verb
11493,14558,эрэт-,eret,заказывать,verb
11494,14559,эрэ̄т-,eret,вышивать,verb
11495,14560,эрэ̄т-,eret,остерегаться,verb
11496,14515,эрэвэн-,erewen,делать,verb
11497,14404,эргэ-,erge,строгать,verb
11498,14406,эргэд-,erged,быть,verb
11499,14407,эргэдил-,ergeďil,ослабеть,verb
11500,14408,эргэдилукэн-,ergeďiluken,ослабить,verb
11501,14409,эргэдилукэт-,ergeďiluket,ослаблять,verb
11502,14418,эргэргэ-,ergerge,понизиться,verb
11503,14396,эргин-,ergin,кружиться,verb
11504,14400,эргу-,ergu,понижать,verb
11505,14446,эри-,eri,заволноваться,verb
11506,14447,э̄ри-,eri,звать,verb
11507,14451,эрикэ-,erike,вилять,verb
11508,14453,э̄рилэт-,erilet,иметь.цену,verb
11509,14456,э̄римкэн-,erimken,оценить,verb
11510,14464,э̄рисэн-,erisen,позвать,verb
11511,14465,эритнэ-,eritne,находиться,verb
11512,14466,эритнэл-,eritnel,забеспокоиться,verb
11513,14476,эркэ-,erke,заглянуть,verb
11514,14477,эркэ-,erke,обвязать,verb
11515,14478,эркэб-,erkeb,обматываться,verb
11516,14489,эркэӈчи-,erkeŋči,любопытствовать,verb
11517,14474,эркыт-,erkɨt,дремать,verb
11518,14471,эрку-,erku,сделать.остановку,verb
11519,14472,эркукэн-,erkuken,дремать,verb
11520,14473,эркунэл-,erkunel,заезжать,verb
11521,14491,эрлэ-,erle,уважать,verb
11522,14492,эрлэв-,erlew,уважаться,verb
11523,14506,эрулэ-,erule,ухаживать,verb
11524,14508,эрут-,erut,ждать,verb
11525,14600,э̄сэлу-,eselu,оборачивать,verb
11526,14605,э̄сэмэлдэ-,esemelde,оглядываться,verb
11527,14610,э̄сэн-,esen,обернуться,verb
11528,14612,э̄сэт-,eset,оглядывяться,verb
11529,14566,эси-,esi,давить,verb
11530,14567,эси-,esi,помогать,verb
11531,14568,эси-,esi,тереть,verb
11532,14569,эсиб-,esib,измазаться,verb
11533,14585,э̄скэ-,eske,славить,verb
11534,14586,э̄скэб-,eskeb,славиться,verb
11535,14594,эссу-,essu,подшивать,verb
11536,14614,эт-,et,одолевать,verb
11537,14615,эт-,et,уставать,verb
11538,14660,этэкэн-,eteken,побежать,verb
11539,14661,этэкэсэн-,etekesen,побежать,verb
11540,14662,этэкэт-,eteket,щипать,verb
11541,14658,этэклэ-,etekle,отщипнуть,verb
11542,14618,этел-,eťel,разорвать,verb
11543,14663,этэлби-,etelbi,обертываться,verb
11544,14670,э̄тэр-,eter,плакать,verb
11545,14675,э̄тэрэл-,eterel,заплакать,verb
11546,14671,этэргэм-,etergem,пахнуть.муравьями,verb
11547,14681,э̄тэсэг-,eteseg,снимать,verb
11548,14656,этэ̄вкит-,etewkit,сниться,verb
11549,14620,этикэлбэ-,etikelbe,выйти,verb
11550,14623,этикэӈ-,etikeŋ,выйти,verb
11551,14625,этилби-,etilbi,укрыть,verb
11552,14637,эткэчукэн-,etkečuken,ронять,verb
11553,14638,эткэчукэт-,etkečuket,ронять,verb
11554,14631,эткэӈчи-,etkeŋči,упасть,verb
11555,14634,эткэт-,etket,падать,verb
11556,14640,эту-,etu,стеречь,verb
11557,14645,этуклэт-,etuklet,пользоваться,verb
11558,14650,этуркэ-,eturke,обижать,verb
11559,13700,эв-,ew,спускаться,verb
11560,13707,эвдэт-,ewdet,сесть,verb
11561,13766,эвэ-,ewe,закрывать,verb
11562,13768,эвэды-,ewedɨ,говорить,verb
11563,13772,э̄вэл-,ewel,радоваться,verb
11564,13774,э̄вэлдэвкэн-,eweldewken,порадолвать,verb
11565,13776,э̄вэлдэвкэт-,eweldewket,доставлять.удовольствие,verb
11566,13711,эви-,ewi,играть,verb
11567,13717,эвикэчукэн-,ewikečuken,развлечь,verb
11568,13718,эвикэчукэ̄т-,ewikečuket,развлекать,verb
11569,13714,эвикэ̄т-,ewiket,играть,verb
11570,13719,эвил-,ewil,начать,verb
11571,13725,эвинэ-,ewine,пойти.играть,verb
11572,13737,э̄врэ-,ewre,хрипеть,verb
11573,13741,эвти-,ewti,есть,verb
11574,13742,э̄вти-,ewti,реветь,verb
11575,13743,э̄втыл-,ewtɨl,зареветь,verb
11576,13747,эву-,ewu,чудиться,verb
11577,13750,эвукэн-,ewuken,чудиться,verb
11578,13751,эвукэт-,ewuket,опускать,verb
11579,2650,гябна-,g'abna,рассыпаться,verb
11580,2668,гя̄ман-,g'aman,иметь.друга,verb
11581,2671,гя̄мат-,g'amat,дружить,verb
11582,2674,гя̄нун,g'anun,подружиться,verb
11583,2676,гя̄ӈа-,g'aŋa,визжать,verb
11584,2677,гя̄ӈал-,g'aŋal,завизжать,verb
11585,2651,гяв-,g'aw,повторять,verb
11586,2654,гяван-,g'awan,рассветать,verb
11587,2659,гявун-,g'awun,рассветать,verb
11588,2660,гявунад-,g'awunad,заниматься.заре,verb
11589,2140,ге-,g'e,разложить,verb
11590,2145,геин-,g'ein,молчать,verb
11591,2146,геин-,g'ein,состязаться,verb
11592,2147,геинмэ̄т-,g'einmet,состязаться,verb
11593,2153,геиӈчи-,g'eiŋči,молчать,verb
11594,2155,ге̄лбэрги-,g'elbergi,становиться.чистым,verb
11595,2159,гени-,g'eni,потягиваться,verb
11596,2164,ге̄рэл-,g'erel,наступить,verb
11597,2142,ге̄ван-,g'ewan,рассветать,verb
11598,2390,гө̄б-,gɵb,выговариваться,verb
11599,2391,гөбдя-,gɵbďa,охотиться,verb
11600,2393,гөбэ-,gɵbe,погружаться,verb
11601,2398,гөбэнӈэ-,gɵbenŋe,погружаться,verb
11602,2397,гөбэнӈи-,gɵbenŋi,погружаться,verb
11603,2399,гөбэнукэ̄н-,gɵbenuken,нырнуть,verb
11604,2394,гөбэвкэн-,gɵbewken,погрузить,verb
11605,2395,гөбэвкэ̄т-,gɵbewket,погружать,verb
11606,2404,гө̄кэсэсэн-,gɵkesesen,вырваться,verb
11607,2406,гө̄лдэ-,gɵlde,договариваться,verb
11608,2407,гө̄лдэл-,gɵldel,начать.переговоры,verb
11609,2408,гө̄лдэмэ̄т-,gɵldemet,вступать.в.переговоры,verb
11610,2415,гөли-,gɵli,класть.обглоданные.кости,verb
11611,2418,гө̄м-,gɵm,выговариваться,verb
11612,2423,гө̄мэ̄чисэн-,gɵmečisen,переброситься.словами,verb
11613,2422,гө̄мэ̄т-,gɵmet,переговариваться,verb
11614,2420,гө̄мкэн-,gɵmken,выпытать,verb
11615,2421,гө̄мкэ̄т-,gɵmket,выпытывать,verb
11616,2425,гө̄н-,gɵn,говорить,verb
11617,2427,гө̄некэ-,gɵn'eke,хромать,verb
11618,2428,гө̄некэл-,gɵn'ekel,захромать,verb
11619,2434,гө̄нэ̄-,gɵne,пойти.позвать,verb
11620,2435,гө̄нэ̄с-,gɵnes,сходить.позвать,verb
11621,2440,гөӈэлбэн-,gɵŋelben,ходить,verb
11622,2436,гөӈгэргэ-,gɵŋgerge,закоченеть,verb
11623,2437,гө̄ӈи-,gɵŋi,посылать.за.кем.то,verb
11624,2441,гөпкэн-,gɵpken,выглянуть,verb
11625,2442,гөпкэт-,gɵpket,показываться,verb
11626,2446,гө̄стэ-,gɵste,острить,verb
11627,2402,гө̄вэ̄т-,gɵwet,твердить,verb
11628,2026,га-,ga,брать,verb
11629,2027,габ-,gab,взиматься,verb
11630,2028,габак-,gabak,колоться,verb
11631,2029,габалан-,gabalan,растрепаться,verb
11632,2030,габаласан-,gabalasan,топорщиться,verb
11633,2033,габар-,gabar,колоть,verb
11634,2138,гачир-,gačir,объедаться,verb
11635,2043,гад-,gad,нереститься,verb
11636,2054,гади-,gaďi,взять,verb
11637,2055,га̄ди-,gaďi,полюбить,verb
11638,2059,гадю-,gaďu,быть.на.равных,verb
11639,2040,гагид-,gagid,веселить,verb
11640,2064,га̄иб-,gaib,обмениваться,verb
11641,2065,га̄илдука̄т-,gaildukat,обмениваться,verb
11642,2071,га̄й-,gaj,обменять,verb
11643,2074,га̄йма̄т-,gajmat,обмениваться,verb
11644,2079,гакни-,gakni,отомстить,verb
11645,2082,галба-,galba,распремлять.шкуру,verb
11646,2088,гамат-,gamat,сочетаться,verb
11647,2099,гара-,gara,обрубать,verb
11648,2105,гарда-,garda,бросать.ветку,verb
11649,2112,гарпу-,garpu,излучать.свет,verb
11650,2115,гасам-,gasam,сползать,verb
11651,2119,гасан-,gasan,привыкший.грабить,verb
11652,2125,гасчи-,gasči,просить,verb
11653,2127,гасчим-,gasčim,хотеть,verb
11654,2130,гасчина-,gasčina,идти.просить,verb
11655,2131,гасчина̄с-,gasčinas,сходить.просить,verb
11656,2122,га̄сукан-,gasukan,взвесить,verb
11657,2581,гэдэ-,gede,нанести.смертельный.удар.ножом,verb
11658,2585,гэдэн-,geden,улетучиваться,verb
11659,2576,гэгдемкэн-,gegďemken,нагнуть,verb
11660,2577,гэгден-,gegďen,наклониться,verb
11661,2580,гэгин-,gegin,соревноваться,verb
11662,2586,гэйлин-,gejlin,приласкать,verb
11663,2587,гэ̄л-,gel,проясниться,verb
11664,2600,гэлэ̄-,gele,грустить,verb
11665,2601,гэлэ̄-,gele,искать,verb
11666,2604,гэлэ̄к,gelek,давай,verb
11667,2606,гэлэ̄л-,gelel,грустить,verb
11668,2608,гэлэ̄т-,gelet,искать,verb
11669,2611,гэлэ̄тэд-,geleted,рыться,verb
11670,2609,гэлэтнэ-,geletne,идти.за.чем.либо,verb
11671,2603,гэлэ̄вкэ̄н-,gelewken,опечалить,verb
11672,2590,гэлнэ-,gelne,идти,verb
11673,2595,гэлнэ̄с-,gelnes,сходить,verb
11674,2591,гэлнэвкэ̄н-,gelnewken,послать,verb
11675,2592,гэлнэвкэ̄т-,gelnewket,посылать,verb
11676,2596,гэ̄лумэт-,gelumet,не.давать.поймать.себя.олень,verb
11677,2615,гэӈэл-,geŋel,воткнутый,verb
11678,2616,гэ̄ӈэл-,geŋel,вытянуть.шею,verb
11679,2617,гэӈэлэӈчи-,geŋeleŋči,сидеть.вытянув.шею,verb
11680,2618,гэ̄ӈэмэ̄т-,geŋemet,задирать.голову,verb
11681,2619,гэ̄ӈэн-,geŋen,хлопать.крыльями.гусаком,verb
11682,2621,гэ̄ӈэрэн-,geŋeren,вытягивать.шею,verb
11683,2630,гэрбэ-,gerbe,принять.за.кого.либо,verb
11684,2631,гэрбэб-,gerbeb,называться,verb
11685,2636,гэрбэлэ̄т-,gerbelet,называться,verb
11686,2637,гэрбэмкэ̄н-,gerbemken,обратиться.к.кому.либо,verb
11687,2638,гэрбэмкэ̄т-,gerbemket,обращаться,verb
11688,2642,гэрбэн-,gerben,заготовлять.жерди.юрты,verb
11689,2643,гэрбэӈ-,gerbeŋ,признать.не.своё.имя,verb
11690,2644,гэрбэт-,gerbet,называть,verb
11691,2624,гэрбу-,gerbu,именовать,verb
11692,2625,гэрбут-,gerbut,окликать,verb
11693,2176,гид-,gid,колоть,verb
11694,2179,гидла-,gidla,метнуть,verb
11695,2170,гиг-,gig,резать,verb
11696,2184,гиин-,giin,молчать,verb
11697,2185,гииӈчи-,giiŋči,молчать,verb
11698,2186,гииӈчил-,giiŋčil,замолкать,verb
11699,2188,гикла-,gikla,разведывать,verb
11700,2190,гикли-,gikli,производить,verb
11701,2194,гӣл-,gil,исчезать,verb
11702,2195,гӣл-,gil,натягивать,verb
11703,2197,гилбэ̄н-,gilben,привязать.оленя.с.зади.другого.оленя,verb
11704,2199,гилбэ̄ӈчи-,gilbeŋči,связать.олений.цугом,verb
11705,2201,гилбэргэ-,gilberge,становиться.чистым,verb
11706,2196,гилби-,gilbi,подрубить,verb
11707,2204,гилдэ-,gilde,распрямлять,verb
11708,2206,гилка-,gilka,ныть.от.боли,verb
11709,2211,гилрал-,gilral,остыть,verb
11710,2213,гилралука̄т-,gilralukat,охлаждать,verb
11711,2215,гилрэл-,gilrel,блестеть,verb
11712,2216,гилрэлчи-,gilrelči,блестеть,verb
11713,2219,гилрэлэсэн-,gilrelesen,заблестеть,verb
11714,2221,гилрэнукэ̄н-,gilrenuken,блеснуть,verb
11715,2223,гилта̄л-,giltal,белеть,verb
11716,2224,гилталасан-,giltalasan,забелеть,verb
11717,2227,гилтанялта-,giltan'alta,белитъ,verb
11718,2230,гилтарга-,giltarga,белеть,verb
11719,2231,гилтаргал-,giltargal,побелеть,verb
11720,2234,гӣлти-,gilti,жевать.жвачку,verb
11721,2239,гин-,gin,стихать,verb
11722,2240,гӣни-,gini,потягиваться,verb
11723,2242,гир-,gir,кроить,verb
11724,2243,гӣр-,gir,спадать.мелеть,verb
11725,2247,гӣрал-,giral,убывать.воде,verb
11726,2248,гирам-,giram,топтаться.стаду,verb
11727,2257,гирбэ-,girbe,смущаться,verb
11728,2258,гирбэл-,girbel,смутиться,verb
11729,2261,гирка-,girka,шагать,verb
11730,2270,гиркал-,girkal,зашагать,verb
11731,2272,гиркалука̄т-,girkalukat,отправлять.пешком,verb
11732,2279,гиркасан-,girkasan,зашагать,verb
11733,2280,гирка̄т-,girkat,разрезать.кусками,verb
11734,2262,гиркава̄т-,girkawat,бродить,verb
11735,2263,гиркава̄тна-,girkawatna,идти.гулять,verb
11736,2264,гиркава̄тнас-,girkawatnas,погулять,verb
11737,2288,гиркэ-,girke,стелить,verb
11738,2289,гиркэб-,girkeb,стлаться,verb
