,base_new,base_lat,transl,POS
3963,дявут-,ďawut,держать,verb
2858,деб-,ďeb,есть,verb
2874,дебэд-,ďebed,есть,verb
2882,дебэм-,ďebem,хотеть.съесть,verb
2892,дебэнтэ-,ďebente,питаться,verb
2873,дебэв-,ďebew,быть.съеденным,verb
3571,дэбгэк-,debgek,сдвигать,verb
3572,дэбгэл-,debgel,сдвинуть,verb
3574,дэбгэм-,debgem,сдвигаться,verb
3575,дэбгэр-,debger,сдвинуться,verb
3570,дэбги-,debgi,выкорчевать,verb
2861,дебнэ-,ďebne,идти.кушать,verb
2862,дебнэ̄с-,ďebnes,сходить.покушать,verb
2860,дебни-,ďebni,ходить,verb
2866,дебукэ-,ďebuke,отравлять,verb
2868,дебукэ̄н-,ďebuken,кормить,verb
2869,дебукэ̄т-,ďebuket,кормить,verb
3091,дечут-,ďečut,колебаться,verb
3600,дэг-,deg,лететь,verb
3611,дэгэл-,degel,взлетать,verb
3619,дэгэн-,degen,летать,verb
3604,дэгу-,degu,виться,verb
3606,дэгулукэ̄н-,deguluken,вспугнутъ.птицу,verb
2916,дегун-,ďegun,отбирать,verb
3608,дэгусэн-,degusen,подхватить.ветром,verb
3605,дэгув-,deguw,подгоняться.ветром,verb
2954,дейдут-,ďejdut,ссориться,verb
3623,дэелил-,dejelil,обратиться.с.поклоном,verb
2955,дейилтэ-,ďejilte,заострить,verb
3634,дэкчэ-,dekče,заготавливать.юколу,verb
3635,дэкчэг-,dekčeg,снять.верхний.пласт.рыбы,verb
2967,декэлбэн-,ďekelben,трясти.головой,verb
3636,дэ̄л-,del,жить.мирно,verb
3637,дэ̄л-,del,замирать.о.звуке,verb
2970,де̄л-,ďel,стихать,verb
3640,дэлбэривчи-,delberiwči,не.обращать.ни.на.что.внимания,verb
3638,дэлбургэ-,delburge,приносить.в.жертву,verb
3642,дэ̄лдэк-,deldek,раскалывать,verb
3644,дэ̄лдэл-,deldel,расколоть,verb
3645,дэ̄лдэм-,deldem,раскалываться,verb
3646,дэ̄лдэр-,delder,расколоться,verb
2987,делдэрэлгэ-,ďelderelge,расстегивать,verb
2999,делэм-,ďelem,красться,verb
2977,делгараӈчи-,ďelgaraŋči,презрительно.говорить.о.человеке.с.большим.ртом,verb
3652,дэлкэ-,delke,отделять,verb
3653,дэлкэб-,delkeb,отделяться,verb
3661,дэлкэчиб-,delkečib,отделяться,verb
3654,дэлкэк-,delkek,отделять.часть.стада,verb
3655,дэлкэл-,delkel,отделить.часть.стада,verb
3656,дэлкэм-,delkem,отделяться,verb
3659,дэлкэр-,delker,отделиться.от.стада,verb
3667,дэлми-,delmi,гулять.на.воле.животные,verb
2995,делӈэмэчил-,ďelŋemečil,запрыгать,verb
2994,делӈэмэт-,ďelŋemet,прыгать,verb
3682,дэмӈэлтэ-,demŋelte,расширять,verb
3687,дэнмэмэт-,denmemet,шевелить.ушами.животные,verb
3690,дэӈне̄м-,deŋn'em,терять.сознание,verb
3691,дэӈник-,deŋnik,бить.до.обморока,verb
3693,дэӈнил-,deŋnil,оглушить,verb
3694,дэӈнир-,deŋnir,оглушенный,verb
3071,депчидил-,ďepčiďil,зазвучать.в.отдалении,verb
3698,дэ̄пкиӈчи-,depkiŋči,противиться,verb
3067,деплэӈэт-,ďepleŋet,питаться,verb
3066,деплэӈнэ-,ďepleŋne,питаться,verb
3713,дэрэмкэ-,deremke,отдохнуть,verb
3718,дэрэмкэт-,deremket,отдыхать,verb
3702,дэримэчиде̄н-,derimečiďen,убегать.долго,verb
3701,дэримэт-,derimet,убегать,verb
3703,дэриӈчи-,deriŋči,убегать.от.преследования,verb
3707,дэрисэмкэ̄н-,derisemken,помочь.убежать,verb
3708,дэрисэмкэ̄н-,derisemken,согнать.спугнуть,verb
3709,дэрисэмкэ̄т-,derisemket,сгонять,verb
3710,дэрисэн-,derisen,побежать.испугавшись,verb
3731,дэсчи-,desči,лежать,verb
3734,дэсчикэ̄т-,desčiket,валяться,verb
3737,дэсчисэмкэ̄н-,desčisemken,уложить,verb
3738,дэсчисэн-,desčisen,прилечь,verb
3732,дэсчивкэ̄н-,desčiwken,уложить,verb
3591,дэвэ-,dewe,окрасить,verb
2904,девэн-,ďewen,прятать.добычу.на.месте.промысла,verb
3592,дэвэнӈи-,dewenŋi,бегать.за.грибами,verb
3594,дэвэнӈитли-,dewenŋitli,искать.грибы,verb
3579,дэвиэ̄ли-,dewieli,поклониться,verb
2900,девлэ-,ďewle,надеть.панцырь,verb
3582,дэвсэӈэт-,dewseŋet,тревожить.душу,verb
3584,дэву-,dewu,виться,verb
3586,дэвунӈитли-,dewunŋitli,искать.грибы,verb
3590,дэвусэн-,dewusen,подхватить,verb
3122,дичэил-,ďičeil,взбеситься,verb
3124,дичэй-,ďičej,беситься,verb
3099,диктуй-,ďiktuj,диктовать,verb
3106,диликими-,ďilikimi,охотиться.на.горностая,verb
3109,дилӈэмэт-,ďilŋemet,прыгать,verb
3113,диӈгилбан-,ďiŋgilban,двигаться.как.короткошеий,verb
3114,дипку-,ďipku,закупориться,verb
3120,дирэлэмкэн-,ďirelemken,заставить.гудеть,verb
3441,ды̄-,dɨ,вложить,verb
3443,дыбак-,dɨbak,нырять,verb
3444,дыбанукан-,dɨbanukan,нырнуть,verb
3452,дыгив-,dɨgiw,сделать.в.четвертый.раз,verb
3463,дыгыв-,dɨgɨw,сделать.в.четвертый.раз,verb
3477,дыкэймэ̄т-,dɨkejmet,прятаться,verb
3478,дыкэмкэ̄н-,dɨkemken,запрятать,verb
3479,дыкэмкэ̄т-,dɨkemket,прятать,verb
3480,дыкэн-,dɨken,спрятаться,verb
3481,дыкэнкэ̄т-,dɨkenket,прятаться,verb
3482,дыкэӈчи-,dɨkeŋči,прятаться,verb
3489,ды̄л-,dɨl,отупеть,verb
3490,дыла̄м-,dɨlam,страдать.головными.болями,verb
3491,дыламал-,dɨlamal,почувствовать.головную.боль,verb
3498,дыли-,dɨli,качаться.голова.при.скачке,verb
3504,дылма̄т-,dɨlmat,бороться,verb
3524,дыӈэлчи-,dɨŋelči,греметь,verb
3525,дыӈэлчил-,dɨŋelčil,загреметь,verb
3529,дыӈэлэн-,dɨŋelen,греметь,verb
3519,дыӈнял-,dɨŋn'al,попадать.в.самострел,verb
3531,ды̄прэ-,dɨpre,спать.крепко,verb
3535,дырамалба-,dɨramalba,толстеть,verb
3538,дырамалта-,dɨramalta,утолщать,verb
3545,дырэл-,dɨrel,загудеть.о.моторе,verb
3546,дырэлчи-,dɨrelči,гудеть,verb
3547,дырэлчил-,dɨrelčil,загудеть,verb
3553,дырэлэн-,dɨrelen,греметь,verb
3543,дыргэ-,dɨrge,греметь,verb
3563,дысучил-,dɨsučil,стать.на.защиту,verb
3562,дысучив-,dɨsučiw,защищаться,verb
3558,дысут-,dɨsut,защищать,verb
3559,дысутмэт-,dɨsutmet,заступиться,verb
3569,дыт-,dɨt,хранить,verb
3449,дывэкэг,dɨwekeg,заросли.березы.каменной.черной,verb
3128,до̄-,do,сесть.о.летающих,verb
3129,до̄балга-,dobalga,опорожнять,verb
2896,дёбэӈчи-,ďobeŋči,быть.строгим,verb
2863,дёбу-,ďobu,добиваться.успеха,verb
2871,дёбурам-,ďoburam,успевать,verb
2934,дёд-,ďod,собираться,verb
2945,дёданнат-,ďodannat,пользоваться,verb
3150,доди-,doďi,бранить,verb
2906,дёг-,ďog,бедствовать,verb
2907,дёг-,ďog,соглашаться,verb
3139,до̄галта-,dogalta,надеть.поверх,verb
3141,до̄гив-,dogiw,подшить,verb
2917,дёгун-,ďogun,отбирать,verb
3147,до̄гур-,dogur,выгружать,verb
3154,до̄ив-,doiw,подшить,verb
3155,до̄йив-,dojiw,подшить,verb
2957,дёк-,ďok,соглашаться,verb
2960,дёкалда-,ďokalda,согласовать,verb
2962,дёкалдут-,ďokaldut,соглашаться,verb
2963,дёкат-,ďokat,вспомнить,verb
2968,дёкэр-,ďoker,остановиться,verb
3163,до̄клан-,doklan,хромать.животное,verb
3164,до̄кланал-,doklanal,захромать.животное,verb
2971,дёла-,ďola,придавить.камнем,verb
3168,до̄лат-,dolat,вмещать,verb
3170,долба-,dolba,наступление,verb
3171,до̄лба-,dolba,наполниться,verb
3182,долбасамкат-,dolbasamkat,пастись.без.пастуха,verb
3172,долбавчи-,dolbawči,ждать,verb
3184,долбу-,dolbu,запоздать,verb
3199,долчи-,dolči,слушать,verb
3200,долчивкат-,dolčiwkat,заставить.слушать,verb
3189,долда-,dolda,слышать,verb
2981,дёлдам-,ďoldam,получить.вознаграждение,verb
2983,дёлдан-,ďoldan,платить,verb
3191,долдавка̄н-,doldawkan,известить,verb
3194,долди-,dolďi,бранить,verb
3195,долдукан-,doldukan,известить,verb
3186,долги-,dolgi,красить,verb
2993,дёлкуӈчи-,ďolkuŋči,ворваться.внезапно.в.дом,verb
3003,дём-,ďom,напоминать,verb
3014,дёмкачука̄н-,ďomkačukan,напомнить,verb
3016,дёмкачука̄т-,ďomkačukat,напоминать,verb
3006,дёмкан-,ďomkan,вспомнить,verb
3007,дёмкан-,ďomkan,навести.на.мысль,verb
3008,дёмкат-,ďomkat,напоминать,verb
3036,дён-,ďon,вспомнить,verb
3204,до̄ни-,doni,перелететь,verb
3040,дёнӈэркэт-,ďonŋerket,побаливать,verb
3041,дё̄нта-,ďonta,воспевать,verb
3043,дё̄нтукачид-,ďontukačid,вспоминать.с.тоской,verb
3042,дё̄нтукат-,ďontukat,воспевать.часто,verb
3054,дё̄ӈчи-,ďoŋči,помнить,verb
3055,дё̄ӈчиб-,ďoŋčib,запоминаться,verb
3047,дё̄ӈи-,ďoŋi,подражать,verb
3061,дёпар-,ďopar,остановиться,verb
3072,дёрам-,ďoram,украсть,verb
3073,дёрамасчи-,ďoramasči,попытаться,verb
3079,дёрми-,ďormi,красть,verb
3214,до̄рӈы-,dorŋɨ,вибрировать.звук,verb
3218,доро̄мат-,doromat,приветствовать,verb
3216,доро̄ва-,dorowa,здороваться,verb
3217,доро̄вмат-,dorowmat,приветствовать,verb
3219,до̄са-,dosa,опрокинуться,verb
3220,до̄салу-,dosalu,сидеть.раскачиваясь,verb
3223,дослу-,doslu,дуть.порывами,verb
3224,дослусан-,doslusan,задуть.вдруг,verb
3089,дёткачидюкан-,ďotkačiďukan,срубить,verb
3130,до̄в-,dow,наполнять,verb
3131,до̄вги-,dowgi,заряжать.ружьё,verb
3133,до̄вит-,dowit,играть.в.шашки,verb
3301,дӯ-,du,привыкать,verb
3302,дӯ-,du,привыкнуть,verb
3746,дюбак-,ďubak,нырять,verb
3747,дюбанука̄н-,ďubanukan,нырнуть,verb
3316,дудалчи-,dudalči,бормотать,verb
3322,дудэ̄лчи-,dudelči,лепетать,verb
3323,дудэлчил-,dudelčil,залепетать,verb
3319,дуды-,dudɨ,надевать,verb
3307,дуг-,dug,бить,verb
3308,дуг-,dug,долбить,verb
3309,дуг-,dug,избить,verb
3310,дугал-,dugal,застучать,verb
3779,дюгас-,ďugas,проводить.лето,verb
3814,дюгэн-,ďugen,менять,verb
3815,дюгэнмэт-,ďugenmet,обменивать,verb
3783,дюгичид-,ďugičid,перевозить,verb
3786,дюгу-,ďugu,перетащить,verb
3787,дюгу-,ďugu,перебросить,verb
3808,дюгучид-,ďugučid,перевозить,verb
3788,дюгуд-,ďugud,проводить.лето,verb
3797,дюгур-,ďugur,направлять,verb
3799,дюгурнэ-,ďugurne,направить,verb
3800,дюгуртэ-,ďugurte,управлять,verb
3805,дюгут-,ďugut,перебрасывать,verb
3436,дуя-,duja,шуметь,verb
3437,дуял-,dujal,зашуметь,verb
3327,дук-,duk,писать,verb
3328,дукаб-,dukab,изображаться,verb
3827,дю̄качид-,ďukačid,играть.в.домик,verb
3338,дукасан-,dukasan,подписать,verb
3826,дю̄кат-,ďukat,играть.в.устройство.юрты,verb
3339,дукка̄-,dukka,писать.многократно,verb
3340,дукко̄т-,dukkot,писать,verb
3342,дукма̄т-,dukmat,переписываться,verb
3347,дукука̄н-,dukukan,заставить.написать,verb
3348,дукука̄т-,dukukat,заставлять.написать,verb
3355,дул-,dul,теплеть,verb
3356,дӯл-,dul,греть,verb
3834,дюла̄кма̄т-,ďulakmat,ходить.босиком,verb
3368,дуламкат-,dulamkat,быть.тихим,verb
3370,дулан-,dulan,приготовить.оленей.для.кочевки,verb
3371,дӯлан-,dulan,обдать.теплом,verb
3835,дю̄лат-,ďulat,жить.временно,verb
3836,дю̄лат-,ďulat,иметь.жилье,verb
3373,дулба-,dulba,медлить,verb
3866,дюлчи-,ďulči,двигаться.впереди,verb
3848,дюлдэд-,ďulded,пользоваться.одним.предметом.нескольким.лицам,verb
3381,дулэлэн-,dulelen,бредить,verb
3868,дюлэм-,ďulem,вставлять.клин,verb
3375,дулга-,dulga,мять.что.либо.вязкое,verb
3840,дю̄лгат-,ďulgat,жить.в.месте.в.одгой.юрте,verb
3376,дулгидэ-,dulgide,окрашивать.ольхой,verb
3844,дюлгит-,ďulgit,предчувствовать.хорошее,verb
3853,дюли-,ďuli,пожелать.счастья,verb
3377,дулка-,dulka,располовинить,verb
3857,дюлкулэ-,ďulkule,колоть.копьем,verb
3861,дюлмэлтэ-,ďulmelte,наперекор,verb
3862,дюлрэк-,ďulrek,проламывать,verb
3864,дю̄лта-,ďulta,ставить,verb
3877,дю̄ма-,ďuma,идти.в.гости,verb
3883,дю̄ми-,ďumi,гостить,verb
3384,дун-,dun,трястись,verb
3389,дунь-,dun',дрожать,verb
3386,дунил-,dunil,задрожать,verb
3387,дунисан-,dunisan,вздрогнуть,verb
3388,дункун-,dunkun,опустить.голову,verb
3889,дюпкэ-,ďupke,разобраться.в.делах,verb
3895,дюпти-,ďupti,обернуть.дважды,verb
3898,дюпту-,ďuptu,обернуть.дважды,verb
3390,дур-,dur,гореть,verb
3412,дурчэм-,durčem,пахнуть.гарью,verb
3414,дурчэмэл-,durčemel,запах.гарью,verb
3392,дурдан-,durdan,выпятить.губы,verb
3393,дурдаӈчи-,durdaŋči,выпячивать.губы,verb
3415,дурэб-,dureb,жечься,verb
3416,дурэл-,durel,загореться,verb
3419,дурэм-,durem,пахнуть.гарью,verb
3420,дурэмэлчи-,duremelči,вспыхнуть,verb
3424,дурэсчи-,duresči,тлеть,verb
3396,дуру-,duru,развести.костер,verb
3397,дуруб-,durub,загореться,verb
3400,дурукэ̄н-,duruken,сжечь,verb
3401,дурукэ̄т-,duruket,сжигать,verb
3902,дюрул-,ďurul,стоять.спокойно,verb
3403,дурулукэ̄н-,duruluken,зажечь,verb
3405,дурут-,durut,сжечь,verb
3428,дуслу-,duslu,дуть.порывами,verb
3429,дуслусан-,duslusan,подуть,verb
3906,дютан-,ďutan,опухнуть,verb
3303,дув-,duw,бить,verb
3752,дюву-,ďuwu,перетащить,verb
3753,дювуд-,ďuwud,проводить.лето,verb
3762,дювур-,ďuwur,направлять,verb
3765,дювус-,ďuwus,проводить.лето,verb
13666,э-,e,не.делать,verb
13667,э̄-,e,не.мочь,verb
13670,эб-,eb,брызгать,verb
13678,эбдек-,ebďek,веселиться,verb
13680,эбдел-,ebďel,увлечься,verb
13682,эбдемкэн-,ebďemken,развлечь,verb
13684,эбдемкэт-,ebďemket,развлекать,verb
13687,эбден-,ebďen,веселиться,verb
13693,эбдэнрэлэт-,ebdenrelet,иметь,verb
13696,эбэ̄-,ebe,мочиться,verb
13672,эбгэ-,ebge,вырываться,verb
13673,эбгэ-,ebge,туманиться,verb
13675,эбгэлэн-,ebgelen,затянуть,verb
13676,эбгэн-,ebgen,клубиться,verb
13677,эбгэтнэ-,ebgetne,взметнуться,verb
14704,эчэпкичукэ̄н-,ečepkičuken,брызнуть,verb
14705,эчэпкичукэ̄т-,ečepkičuket,брызгать,verb
14700,эчэпкимэт-,ečepkimet,брызгать,verb
14702,эчэ̄пкин-,ečepkin,брызнуть,verb
14693,эчукэн-,ečuken,утомить,verb
14694,эчукэт-,ečuket,утомлять,verb
13846,эд-,ed,пороть,verb
13849,э̄де-,eďe,плясать,verb
13879,эдэл-,edel,подуть,verb
13850,э̄дел-,eďel,заплясать,verb
13881,эдэм-,edem,выцветать,verb
13882,эдэм-,edem,колыхаться,verb
13889,эдэмэл-,edemel,заколыхаться,verb
13885,эдэмкэм-,edemkem,наполнять,verb
13888,эдэмукэн-,edemuken,развевать,verb
13892,э̄дэн-,eden,брезговать,verb
13853,э̄ден-,eďen,плясать,verb
13894,эдэнмэй,edenmej,дуть,verb
13866,э̄ду-,edu,синеть,verb
13867,э̄ду-,edu,хрипеть,verb
13869,э̄дул-,edul,захрипеть,verb
13870,э̄дул-,edul,посинеть,verb
13791,эг-,eg,стлать,verb
13792,эг-,eg,устилать,verb
13819,эгдэк-,egdek,рвать,verb
13823,эгдэл-,egdel,порвать,verb
13802,эгделбэ-,egďelbe,увеличиваться,verb
13796,эгделбукэн-,egďelbuken,увеличить,verb
13798,эгделбукэт-,egďelbuket,увеличивать,verb
13805,эгделтэ-,egďelte,увеличить,verb
13824,эгдэм-,egdem,разрываться,verb
13827,эгдэр-,egder,оборваться,verb
13828,эгдэрэӈчи-,egdereŋči,говорить,verb
13842,эгэр-,eger,бросаться,verb
13843,эгэр-,eger,мучиться,verb
13844,эгэр-,eger,стонать,verb
13832,эгли-,egli,уезжать,verb
13833,эгли-,egli,ходить.за.ветками,verb
13899,эе-,eje,уважать,verb
13914,э̄екэт-,ejeket,важничать,verb
13913,э̄екти-,ejekti,говорить,verb
13918,эел-,ejel,заинтересоваться,verb
13920,эелукэн-,ejeluken,прельститься,verb
13921,эелукэт-,ejeluket,прельщать,verb
13923,эе̄мкэн-,ejemken,отнести,verb
13924,эе̄мкэт-,ejemket,относить,verb
13929,эе̄н-,ejen,течь,verb
13933,эе̄сэм-,ejesem,уплыть,verb
13934,эе̄сэн-,ejesen,поплыть,verb
13935,эет-,ejet,надеяться,verb
13902,эевкэн-,ejewken,спустить,verb
13904,эевкэт-,ejewket,спускать,verb
13947,эйлин-,ejlin,умолять,verb
14716,эюмэт-,ejumet,плавать,verb
14709,эюмкулту-,ejumkultu,облегчить,verb
14712,эюмкулукэ̄н-,ejumkuluken,ободрить,verb
14713,эюмкулукэ̄т-,ejumkuluket,ободрять,verb
13952,эк-,ek,наступить,verb
13980,экэйкит-,ekejkit,всхлипывать,verb
13983,экэнтэ-,ekente,иметь.старшую.сестру,verb
13988,экэ̄ркин-,ekerkin,вскочить,verb
13989,экэ̄ркиӈчи-,ekerkiŋči,вскакивать,verb
13990,экэркит-,ekerkit,всхлипывать,verb
13991,экэ̄ркит-,ekerkit,вскакивать,verb
13994,экэсэн-,ekesen,сойти,verb
13955,эки-,eki,очищать,verb
13956,э̄ки-,eki,пинать,verb
13957,э̄кисэн-,ekisen,пнуть,verb
13959,эккө̄т-,ekkөt,топтать,verb
13960,экмэ-,ekme,считать.старшей.сестрой,verb
13966,эку-,eku,ударить,verb
13967,экуд-,ekud,топтаться,verb
13969,экуӈэл-,ekuŋel,появляться,verb
13971,экуруӈчи-,ekuruŋči,беспокоиться,verb
13972,экуруӈчивкэ̄н-,ekuruŋčiwken,надоесть,verb
13973,экуруӈчивкэ̄т-,ekuruŋčiwket,надоедать,verb
14000,эл-,el,брезговать,verb
14002,элбэ-,elbe,вести,verb
14003,элбэ-,elbe,крыть.чум,verb
14007,элбэсэн-,elbesen,повести,verb
14008,элбэт-,elbet,водить,verb
14037,элдэ-,elde,использовать.железо,verb
14038,элдэ-,elde,строгать,verb
14076,элэ-,ele,жалеть,verb
14077,элэ-,ele,раскаиваться,verb
14085,элэкэн,eleken,годится,verb
14087,элэкэн-,eleken,согласиться,verb
14092,элэл-,elel,невзлюбить,verb
14093,элэм-,elem,привыкнуть,verb
14100,элэмэт-,elemet,привыкать,verb
14094,элэмгит-,elemgit,приучать,verb
14095,элэммукэт-,elemmuket,приучать,verb
14096,элэмукэн-,elemuken,приучить,verb
14105,элэн-,elen,оглянуться,verb
14106,э̄лэн-,elen,ощетиниться,verb
14110,элэт-,elet,обижать,verb
14020,элгэ-,elge,уводить,verb
14021,элгэ-,elge,ударить,verb
14031,элгэмэт-,elgemet,идти.под.руку,verb
14033,элгэт-,elget,колоть,verb
14034,элгэт-,elget,уводить,verb
14010,э̄лгимэт-,elgimet,ссориться,verb
14013,элгу-,elgu,просчитаться,verb
14016,элгут-,elgut,приходить,verb
14050,элиӈчи-,eliŋči,спешить,verb
14053,элиӈчил-,eliŋčil,заторопиться,verb
14051,элиӈчивкэ̄н-,eliŋčiwken,поторопить,verb
14052,элиӈчивкэ̄т-,eliŋčiwket,торопить,verb
14064,элкилтэ-,elkilte,равнять,verb
14065,элкилтэн,elkilten,делать,verb
14111,эм-,em,приходить,verb
14112,э̄м-,em,вдеть,verb
14118,эмдэӈнэл-,emdeŋnel,заболеть,verb
14157,эмэб-,emeb,оставаться,verb
14159,эмэбукэ̄н-,emebuken,оставить,verb
14160,эмэбукэ̄т-,emebuket,заставить,verb
14164,эмэлдэ-,emelde,приходить,verb
14165,эмэ̄лдэ-,emelde,расставаться,verb
14168,эмэлкэн-,emelken,блестеть,verb
14171,эмэ̄н-,emen,оставлять,verb
14176,эмэр-,emer,скручиваться,verb
14184,эмэрэлтэ-,emerelte,наточить,verb
14178,эмэргэ-,emerge,вернуться,verb
14179,эмэргэлтэ-,emergelte,заострить,verb
14187,эмэсэн-,emesen,появиться,verb
14114,эмгун-,emgun,седлать,verb
14121,эмкэ̄н-,emken,подметить,verb
14123,эмкэт-,emket,подмечать,verb
14124,эммөт-,emmөt,приходить,verb
14129,эмӈэлтэ-,emŋelte,расширять,verb
14136,эмтэгрэ-,emtegre,оставаться,verb
14137,эмтэк-,emtek,проламывать,verb
14141,эмтэл-,emtel,проломить,verb
14142,эмтэм-,emtem,проламываться,verb
14143,эмтэр-,emter,проломиться,verb
14145,эму-,emu,принести,verb
14148,эмукэн-,emuken,принести,verb
14150,эмукэ̄т-,emuket,приносить,verb
14146,эмувувкэн-,emuwuwken,заставить,verb
14190,эн-,en,болеть,verb
14191,э̄н-,en,высмотреть,verb
14241,эньку-,en'ku,вкладывать,verb
14242,энькулгэ-,en'kulge,вынимать,verb
14243,эньмэ-,en'me,любить.мать,verb
14251,энэл-,enel,заболеть,verb
14255,э̄нэсэг-,eneseg,закалывать.олененка,verb
14200,эникилги-,enikilgi,вынуть,verb
14205,энилэ-,enile,дребезжать,verb
14204,энилтэ-,enilte,усиливать,verb
14214,энӈэкэт-,enŋeket,кувыркаться,verb
14215,энӈэмдэ-,enŋemde,встать,verb
14216,энӈэмдэт-,enŋemdet,стоять,verb
14229,энтэлгэ-,entelge,опустошить,verb
14231,э̄ну-,enu,узнать,verb
14233,э̄нукэн-,enuken,загадать,verb
14235,энукэт-,enuket,загадывать,verb
14236,э̄нул-,enul,замечать,verb
14237,энусмэт-,enusmet,завлечь,verb
14326,эӈэелбэ-,eŋejelbe,разбогатеть,verb
14328,эӈэелэт-,eŋejelet,быть.богатым,verb
14327,эӈэелтэ-,eŋejelte,сделать,verb
14330,эӈэлбэ-,eŋelbe,храбриться,verb
14331,эӈэ̄ли-,eŋeli,разглядывать,verb
14336,эӈэ̄мкэн-,eŋemken,заставить,verb
14337,эӈэ̄н-,eŋen,появляться,verb
14338,эӈэ̄нди-,eŋenďi,выглядывать,verb
14347,эӈэ̄т-,eŋet,выглядывать,verb
14260,эӈи-,eŋi,низвергнуться,verb
14266,эӈидэ-,eŋide,пользоваться,verb
14267,эӈилбэ-,eŋilbe,окрепнуть,verb
14272,эӈилэт-,eŋilet,обладать.силой,verb
14276,эӈиру-,eŋiru,удержать,verb
14278,эӈит-,eŋit,ворчать,verb
14280,эӈитмэ̄т-,eŋitmet,вздорить,verb
14261,эӈив-,eŋiw,становиться.сильным,verb
14262,эӈивут-,eŋiwut,иметь.власть,verb
14290,эӈкэ-,eŋke,виться,verb
14292,эӈкэл-,eŋkel,взбиться,verb
14293,эӈкэл-,eŋkel,осыпаться,verb
14296,эӈкэлукэб-,eŋkelukeb,пылиться,verb
14297,эӈкэлукэ̄н-,eŋkeluken,поднять.пыль,verb
14298,эӈкэлукэ̄т-,eŋkeluket,подымать.пыль,verb
14310,эӈти-,eŋti,хоркать,verb
14315,эӈул-,eŋul,испугаться,verb
14317,эӈун-,eŋun,бояться,verb
14320,эӈут-,eŋut,не.замечать,verb
14323,эӈутлэ-,eŋutle,отправиться.за.луком,verb
14321,эӈутли-,eŋutli,собирать,verb
14352,эпкэ-,epke,хватать,verb
14354,эпкэлдэ-,epkelde,ухватиться,verb
14355,эпкэм-,epkem,быть,verb
14359,эпкэмэ̄т-,epkemet,ловить,verb
14356,эпкэмкэм-,epkemkem,заставить,verb
14357,эпкэмкэ̄т-,epkemket,заставлять,verb
14361,эпкэн-,epken,схватить,verb
14362,эпкэнэ-,epkene,идти.ловить,verb
14363,эпкэсчи-,epkesči,пытаться.поймать,verb
14366,эпкэтнэ-,epketne,поперхнуться,verb
14350,эпку-,epku,хватать,verb
14367,эппэлли,eppelli,усни,verb
14368,эппэсэн-,eppesen,брызнуть,verb
14369,эппэсэн-,eppesen,уснуть,verb
14370,эптэ-,epte,брызгать,verb
14374,эр-,er,заказать,verb
14375,эр-,er,разгребать,verb
14376,эр-,er,черпать,verb
14377,э̄р-,er,уважать,verb
14382,э̄рбэтти-,erbetti,есть,verb
14510,эрчэсэн-,erčesen,коснуться,verb
14435,эрдэмрэл-,erdemrel,слабеть,verb
14436,эрдэмрэлбэ-,erdemrelbe,слабеть,verb
14512,эрэ̄-,ere,вышивать,verb
14513,эрэ̄-,ere,остерегаться,verb
14525,эрэл-,erel,обходить,verb
14534,эрэлэн-,erelen,делать,verb
14527,эрэлкин-,erelkin,обернуться,verb
14528,эрэлукэн-,ereluken,провести,verb
14529,эрэлукэ̄т-,ereluket,проводить,verb
14530,эрэлут-,erelut,окружать,verb
14539,эрэмрэ-,eremre,подгореть,verb
14540,эрэмрэм-,eremrem,пахнуть.гарью,verb
14549,эрэӈ-,ereŋ,стараться,verb
14557,эрэ̄с-,eres,прогнать,verb
14558,эрэт-,eret,заказывать,verb
14559,эрэ̄т-,eret,вышивать,verb
14560,эрэ̄т-,eret,остерегаться,verb
14515,эрэвэн-,erewen,делать,verb
14404,эргэ-,erge,строгать,verb
14406,эргэд-,erged,быть,verb
14407,эргэдил-,ergeďil,ослабеть,verb
14408,эргэдилукэн-,ergeďiluken,ослабить,verb
14409,эргэдилукэт-,ergeďiluket,ослаблять,verb
14418,эргэргэ-,ergerge,понизиться,verb
14396,эргин-,ergin,кружиться,verb
14400,эргу-,ergu,понижать,verb
14446,эри-,eri,заволноваться,verb
14447,э̄ри-,eri,звать,verb
14451,эрикэ-,erike,вилять,verb
14453,э̄рилэт-,erilet,иметь.цену,verb
14456,э̄римкэн-,erimken,оценить,verb
14464,э̄рисэн-,erisen,позвать,verb
14465,эритнэ-,eritne,находиться,verb
14466,эритнэл-,eritnel,забеспокоиться,verb
14476,эркэ-,erke,заглянуть,verb
14477,эркэ-,erke,обвязать,verb
14478,эркэб-,erkeb,обматываться,verb
14489,эркэӈчи-,erkeŋči,любопытствовать,verb
14474,эркыт-,erkɨt,дремать,verb
14471,эрку-,erku,сделать.остановку,verb
14472,эркукэн-,erkuken,дремать,verb
14473,эркунэл-,erkunel,заезжать,verb
14491,эрлэ-,erle,уважать,verb
14492,эрлэв-,erlew,уважаться,verb
14506,эрулэ-,erule,ухаживать,verb
14508,эрут-,erut,ждать,verb
14600,э̄сэлу-,eselu,оборачивать,verb
14605,э̄сэмэлдэ-,esemelde,оглядываться,verb
14610,э̄сэн-,esen,обернуться,verb
14612,э̄сэт-,eset,оглядывяться,verb
14566,эси-,esi,давить,verb
14567,эси-,esi,помогать,verb
14568,эси-,esi,тереть,verb
